Strategy,Future.ID,REGION,COMMODITY,TECHNOLOGY,EMISSION,YEAR,TIMESLICE,MODE_OF_OPERATION,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,STORAGEINTRADAY,STORAGEINTRAYEAR,UDC,NewCapacity,CapitalInvestment,TotalCapacityAnnual,AnnualFixedOperatingCost,AnnualTechnologyEmission,CapitalInvestmentStorage,AnnualVariableOperatingCost,TotalTechnologyAnnualActivity
Scenario1,0,RE1,,BACKSTOP,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2020,,,,,,,,,,0.015702407306407595,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2021,,,,,,,,,,0.11227878581641892,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2022,,,,,,,,,,0.10252096531897376,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2023,,,,,,,,,,0.12773710539233218,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2024,,,,,,,,,,0.16049861644373214,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2025,,,,,,,,,,0.1261845080883196,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2026,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2028,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2030,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2031,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2033,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2034,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2035,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2036,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2037,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2039,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2040,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2041,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BACKSTOP,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2024,,,,,,,,,,0.1,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2025,,,,,,,,,,0.15,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2026,,,,,,,,,,0.03115499959764989,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2027,,,,,,,,,,0.03868753268836677,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2028,,,,,,,,,,0.04896533763500917,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2030,,,,,,,,,,0.23314776795153422,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2031,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2033,,,,,,,,,,0.09002079784893996,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2034,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2035,,,,,,,,,,0.22718049703929327,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2036,,,,,,,,,,0.20403838459216295,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2037,,,,,,,,,,0.2233081656428279,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2038,,,,,,,,,,0.29813598865681723,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2039,,,,,,,,,,0.15747806084080007,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2040,,,,,,,,,,0.35808598098313305,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2041,,,,,,,,,,0.503102759746833,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2042,,,,,,,,,,0.35213943160827255,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2043,,,,,,,,,,0.3546884834136049,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2044,,,,,,,,,,0.22689434181434598,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2045,,,,,,,,,,0.4907048204857176,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2046,,,,,,,,,,0.5817093944843061,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2047,,,,,,,,,,0.5222384353722935,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2048,,,,,,,,,,0.6512567954604189,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2049,,,,,,,,,,0.39354586999830854,,,,,,,
Scenario1,0,RE1,,BESS_TECH,,2050,,,,,,,,,,0.6418135214361382,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2025,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2026,,,,,,,,,,0.3195331230986846,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2027,,,,,,,,,,0.441367839806377,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2028,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2029,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2030,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2031,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2032,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2033,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2034,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2035,,,,,,,,,,0.5589153294175242,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2036,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2037,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2038,,,,,,,,,,0.5589153294175244,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2039,,,,,,,,,,0.5589153294175248,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2040,,,,,,,,,,0.5589153294175242,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2041,,,,,,,,,,0.5589153294175248,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2042,,,,,,,,,,0.5589153294175248,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2043,,,,,,,,,,0.5589153294175248,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2044,,,,,,,,,,0.5589153294175248,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2045,,,,,,,,,,0.5589153294175242,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2046,,,,,,,,,,0.23938220631883977,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2047,,,,,,,,,,0.1175474896111474,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,IMPNGS,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2023,,,,,,,,,,0.0014,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2025,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2026,,,,,,,,,,0.01,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2028,,,,,,,,,,0.008000000000000002,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2030,,,,,,,,,,0.04819999999999999,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2031,,,,,,,,,,0.020000000000000004,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2032,,,,,,,,,,0.010800000000000004,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2033,,,,,,,,,,0.0030000000000000027,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2034,,,,,,,,,,0.0059999999999999915,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2035,,,,,,,,,,0.0003000000000000086,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2036,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2037,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2039,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2040,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2041,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRBIO001,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2025,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2026,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2028,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2030,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2031,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2033,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2034,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2035,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2036,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2037,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2039,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2040,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2041,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRCOA001,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2019,,,,,,,,,,0.30379101218060267,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2020,,,,,,,,,,0.032903045460965785,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2021,,,,,,,,,,0.08475684741529999,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2022,,,,,,,,,,0.06454169624967343,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2023,,,,,,,,,,0.06048181614144443,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2024,,,,,,,,,,0.07043868024932953,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2025,,,,,,,,,,0.076778902703865,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2026,,,,,,,,,,0.08043920055119091,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2027,,,,,,,,,,0.1330017013792042,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2028,,,,,,,,,,0.14078204463190502,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2029,,,,,,,,,,0.16101593325260488,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2030,,,,,,,,,,0.17279431089127417,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2031,,,,,,,,,,0.16138458077949647,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2032,,,,,,,,,,0.17913482747627008,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2033,,,,,,,,,,0.18160480739745122,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2034,,,,,,,,,,0.19324208072651983,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2035,,,,,,,,,,0.20333915560452764,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2036,,,,,,,,,,0.20620657299478262,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2037,,,,,,,,,,0.23209878267264106,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2038,,,,,,,,,,0.2418512876840344,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2039,,,,,,,,,,0.2557444172020462,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2040,,,,,,,,,,0.2712984463468464,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2041,,,,,,,,,,0.2859260820200209,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2042,,,,,,,,,,0.2960798868244652,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2043,,,,,,,,,,0.3158581251337216,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2044,,,,,,,,,,0.33278576312627894,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2045,,,,,,,,,,0.3520186364366875,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2046,,,,,,,,,,0.37164282644018964,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2047,,,,,,,,,,0.3915773516597518,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2048,,,,,,,,,,0.414201126429802,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2049,,,,,,,,,,0.43729787821783983,,,,,,,
Scenario1,0,RE1,,PWRDIST,,2050,,,,,,,,,,0.46075069763260856,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2022,,,,,,,,,,0.0832999999999999,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2025,,,,,,,,,,0.06200000000000011,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2026,,,,,,,,,,0.01999999999999999,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2028,,,,,,,,,,0.024999999999999994,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2029,,,,,,,,,,0.2661699636685542,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2030,,,,,,,,,,0.013830036331445805,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2031,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2033,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2034,,,,,,,,,,0.0011666145724690278,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2035,,,,,,,,,,0.13883338542753088,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2036,,,,,,,,,,0.14,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2037,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2039,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2040,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2041,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO001,,2050,,,,,,,,,,0.04200000000000004,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2023,,,,,,,,,,0.035,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2025,,,,,,,,,,0.035,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2026,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2028,,,,,,,,,,0.03499999999999999,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2030,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2031,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2033,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2034,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2035,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2036,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2037,,,,,,,,,,0.09999999999999999,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2039,,,,,,,,,,0.06000000000000004,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2040,,,,,,,,,,0.15452795899910254,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2041,,,,,,,,,,0.04547204100089747,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO002,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2025,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2026,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2027,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2028,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2029,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2030,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2031,,,,,,,,,,0.033,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2032,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2033,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2034,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2035,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2036,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2037,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2038,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2039,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2040,,,,,,,,,,0.067,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2041,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2042,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2043,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2044,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2045,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2046,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2047,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2048,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2049,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO003,,2050,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2019,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2020,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2021,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2022,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2023,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2024,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2025,,,,,,,,,,0.0,,,,,,,
Scenario1,0,RE1,,PWRGEO004,,2026,,,,,,,,,,0.0,,,,,,,
